Year,State,Month,Region,Site,Lat,Long,Prevalence,MonitoringLocation,Mean Intensity
2011,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,47,EE3.2,1.9
1998,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,83,EE3.2,1.9
2007,MD,October,TANGIER SOUND,SHARKFIN SHOAL,38.208167,-75.986383,70,EE3.0,1.9
2012,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,92,LE5.2,1.9
2012,VA,October,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,96,WE4.1,1.9
2008,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,57,RET3.1,1.9
2018,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,63,EE1.1,1.9
2000,VA,September,YEOCOMICO RIVER,BARNS POINT,37.335283,-76.60055,76,LE4.2,1.88
1991,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.63618,-76.54255,100,LE3.2,1.88
2008,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,84,LE5.2,1.88
1999,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,100,LE5.2,1.88
2016,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,84,LE3.4,1.88
2002,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,100,LE5.2,1.88
1991,VA,September,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,92,LE5.2,1.88
2006,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,84,LE3.7,1.88
2001,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,100,LE5.2,1.88
2006,VA,November,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,92,LE5.2,1.88
1993,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,100,LE5.2,1.88
2001,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,96,LE5.2,1.84
2006,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,72,CB5.4,1.84
1996,VA,August,POCOMOKE SOUND,HURLEYS ROCK,,,96,,1.84
2019,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,88,LE3.4,1.84
1996,VA,October,EASTERN SHORE,NASSAWADOX CREEK,,,92,,1.84
2013,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,80,LE3.7,1.84
2006,VA,November,JAMES RIVER,SWASH,37.092217,-76.612217,88,LE5.2,1.84
2007,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,88,LE5.2,1.84
1992,VA,September,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,100,WE4.1,1.84
1994,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,96,LE5.2,1.84
1999,VA,October,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,88,LE4.2,1.823529412
2014,MD,October,BROAD CREEK,DEEP NECK,38.740517,-76.2449,67,EE2.1,1.8
2021,VA,September,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,76,LE3.7,1.8
2006,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,63,CB3.2,1.8
1996,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,77,ET4.2,1.8
2006,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,76,LE3.7,1.8
1995,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,68,ET5.2,1.8
2018,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,57,ET5.2,1.8
2003,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,48,EE2.1,1.8
1992,MD,October,EASTERN BAY,BUGBY,38.87535,-76.220267,73,EE1.1,1.8
1997,MD,October,EASTERN BAY,BUGBY,38.87535,-76.220267,70,EE1.1,1.8
2005,MD,October,EASTERN BAY,BUGBY,38.87535,-76.220267,53,EE1.1,1.8
2017,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,57,EE3.1,1.8
2010,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,60,ET4.2,1.8
1990,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,60,EE3.0,1.8
1997,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,67,EE3.1,1.8
2009,MD,October,HONGA RIVER,NORMAN ADDITION,38.257933,-76.13665,57,EE2.2,1.8
2003,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,76,LE3.2,1.8
2017,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,84,LE3.4,1.8
1997,MD,October,MILES RIVER,TURTLE BACK,38.851067,-76.236333,83,EE1.1,1.8
2010,MD,October,MILES RIVER,TURTLE BACK,38.851067,-76.236333,73,EE1.1,1.8
2010,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,88,LE5.2,1.8
1996,MD,October,NANTICOKE RIVER,WILSON SHOALS (S),39.289717,-75.921033,83,ET3.1,1.8
1997,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,83,LE2.3,1.8
2015,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,57,LE2.3,1.8
2004,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,76,LE3.7,1.8
2014,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,68,LE3.7,1.8
2011,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,82,LE3.7,1.8
2000,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,63,ET8.1,1.8
2021,VA,September,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,84,WE4.1,1.8
2008,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,57,EE3.0,1.8
2006,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,57,EE3.2,1.8
2015,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,53,EE3.2,1.8
2011,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,83,LE3.1,1.8
2019,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,47,ET4.2,1.8
2009,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,92,LE5.2,1.8
2017,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,47,RET3.1,1.8
1993,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,63,RET3.1,1.8
2014,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,53,RET3.1,1.8
2016,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,40,RET3.1,1.8
2014,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,84,CB5.4,1.8
2003,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,73,EE1.1,1.8
2005,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,73,EE1.1,1.8
2019,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,84,LE5.2,1.8
2011,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,90,LE5.2,1.8
2003,VA,October,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,88,LE4.2,1.76
2015,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,72,RET4.3,1.76
2017,VA,October,JAMES RIVER,CRUISERS ROCK,,,72,,1.76
2003,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,88,CB5.4,1.76
2021,VA,September,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,80,CB5.4,1.76
2002,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,96,WE4.1,1.76
2007,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,88,LE5.2,1.76
2004,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,72,LE5.2,1.76
1991,VA,November,EASTERN SHORE,NASSAWADOX CREEK,,,100,,1.76
2015,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,88,LE3.2,1.76
2002,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,88,LE5.2,1.76
2008,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,80,LE5.2,1.76
2013,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,64,LE5.2,1.76
1999,VA,October,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,96,WE4.1,1.76
1992,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,100,LE5.2,1.76
2018,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,67,LE3.2,1.75
2017,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,84,LE3.4,1.72
2014,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,92,CB5.4,1.72
1999,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,100,CB5.4,1.72
1991,VA,April,EASTERN SHORE,HIGH ISLAND BAY S,,,100,,1.72
1993,VA,October,EASTERN SHORE,HIGH ISLAND BAY S,,,100,,1.72
1998,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,100,LE3.4,1.72
1998,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,100,LE3.4,1.72
2004,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,76,LE3.1,1.72
2021,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,76,LE5.2,1.72
2006,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,60,LE3.1,1.72
2016,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,84,LE3.1,1.72
2004,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,68,LE5.2,1.72
2011,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,92,RET4.3,1.7
1995,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,67,CB3.2,1.7
2015,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,57,CB3.2,1.7
1991,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,60,ET5.2,1.7
2004,MD,October,EASTERN BAY,BUGBY,38.87535,-76.220267,63,EE1.1,1.7
1994,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,70,EE3.1,1.7
2004,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,70,EE3.1,1.7
2007,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,77,LE2.2,1.7
2009,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,75,LE5.2,1.7
2018,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,53,CB3.3W,1.7
2009,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,72,LE5.2,1.7
2008,MD,October,POCOMOKE SOUND,MARUMSCO,37.948233,-75.736017,57,EE3.3,1.7
2002,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,97,LE2.3,1.7
2002,MD,October,POTOMAC RIVER,RAGGED POINT (PR),38.09142,-76.60055,93,ET8.1,1.7
2016,MD,October,POTOMAC RIVER,RAGGED POINT (PR),38.09142,-76.60055,3,ET8.1,1.7
1997,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,73,ET8.1,1.7
1998,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,80,ET8.1,1.7
1997,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,86,EE3.0,1.7
1998,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,73,EE3.0,1.7
2010,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,44,RET3.1,1.7
2000,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,70,EE3.2,1.7
1996,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,63,EE3.2,1.7
2008,MD,October,TANGIER SOUND,SHARKFIN SHOAL,38.208167,-75.986383,70,EE3.0,1.7
2003,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,53,ET4.2,1.7
2011,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,53,ET4.2,1.7
2009,VA,October,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,96,WE4.1,1.7
2015,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,57,RET3.1,1.7
2013,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,96,RET4.3,1.68
1996,VA,October,PIANKATANK RIVER,BLAND POINT,,,96,,1.68
1998,VA,September,TANGIER SOUND,COD HARBOR,,,100,,1.68
2004,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,80,LE3.4,1.68
2021,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,72,LE5.2,1.68
2008,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,80,CB5.4,1.68
2019,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,64,CB5.4,1.68
2000,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,88,LE5.2,1.68
2017,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,88,LE3.2,1.68
2015,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,72,LE5.2,1.68
2021,VA,September,YORK RIVER,BELL ROCK,37.484167,-76.749717,83,RET4.3,1.666666667
2014,VA,October,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,84,LE4.2,1.64
1991,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,100,LE3.7,1.64
2015,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,68,LE3.7,1.64
2001,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,92,LE5.1,1.64
1993,VA,October,EASTERN SHORE,DRAWING CHANNEL,,,92,,1.64
2016,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,84,LE5.2,1.64
2017,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,76,CB5.4,1.64
2021,VA,September,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,76,LE3.2,1.64
1997,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,92,LE5.2,1.64
2006,VA,November,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,100,LE5.2,1.64
1992,VA,June,YEOCOMICO RIVER,MILL CREEK,,,92,,1.64
2006,VA,November,JAMES RIVER,MOON ROCK,,,92,,1.64
1990,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,100,LE3.2,1.64
1993,VA,October,EASTERN SHORE,POINT OF ROCK CHANNEL,,,100,,1.64
1991,VA,September,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,100,LE3.1,1.64
2005,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,71,LE5.2,1.625
1999,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,100,LE3.1,1.608695652
2019,VA,October,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,72,LE4.2,1.6
1993,VA,October,EASTERN SHORE,BRACKENBERRY BAY,,,96,,1.6
2015,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,80,LE3.7,1.6
2018,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,63,EE2.1,1.6
1997,VA,October,TANGIER SOUND,CALIFORNIA ROCK,,,96,,1.6
2009,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,53,LE5.1,1.6
2010,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,81,LE5.1,1.6
2013,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,88,LE5.2,1.6
1994,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,57,EE3.1,1.6
1997,MD,October,HONGA RIVER,NORMAN ADDITION,38.257933,-76.13665,73,EE2.2,1.6
1992,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,87,CB5.4,1.6
2015,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,72,LE3.2,1.6
2020,VA,September,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,72,LE3.2,1.6
2009,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,46,LE3.2,1.6
1996,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,60,LE2.2,1.6
2009,MD,October,MANOKIN RIVER,GEORGES (S),38.40033,-75.824867,57,ET5.2,1.6
2011,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,56,LE5.2,1.6
2017,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,52,ET5.1,1.6
2017,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,56,CB4.1W,1.6
2005,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,53,CB4.1W,1.6
1999,VA,October,LYNNHAVEN RIVER (REEF),LYNNHAVEN RIVER (REEF),,,72,,1.6
2009,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,46,EE1.1,1.6
2004,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,84,LE3.4,1.6
2008,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,72,LE3.4,1.6
1992,MD,October,MILES RIVER,TURTLE BACK,38.851067,-76.236333,77,EE1.1,1.6
1998,MD,October,MILES RIVER,TURTLE BACK,38.851067,-76.236333,50,EE1.1,1.6
2011,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,32,LE3.1,1.6
1993,MD,October,NANTICOKE RIVER,WILSON SHOALS (S),39.289717,-75.921033,83,ET3.1,1.6
1998,MD,October,NANTICOKE RIVER,WILSON SHOALS (S),39.289717,-75.921033,70,ET3.1,1.6
1994,MD,October,POCOMOKE SOUND,MARUMSCO,37.948233,-75.736017,72,EE3.3,1.6
2018,MD,October,POCOMOKE SOUND,MARUMSCO,37.948233,-75.736017,63,EE3.3,1.6
2015,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,55,RET4.2,1.6
2017,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,50,RET4.2,1.6
2000,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,68,EE3.0,1.6
2017,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,50,EE3.2,1.6
2005,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,53,ET4.2,1.6
2011,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,64,LE5.2,1.6
1993,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,67,RET3.1,1.6
1997,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,80,RET3.1,1.6
2016,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,37,RET3.1,1.6
2003,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,60,RET3.1,1.6
2007,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,47,RET3.1,1.6
2021,VA,September,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,72,CB5.4,1.6
1998,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,57,EE1.1,1.6
2006,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,53,EE1.1,1.6
2010,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,73,EE1.1,1.6
2004,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,71,CB5.4,1.583333333
2008,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,75,LE3.1,1.583333333
1997,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,52,RET3.2,1.56
2003,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,92,WE4.1,1.56
2016,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,68,LE3.7,1.56
2020,VA,September,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,76,LE3.2,1.56
2017,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,76,LE5.2,1.56
2003,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,84,CB5.4,1.56
2017,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,76,CB5.4,1.56
1998,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,88,LE3.7,1.52
2005,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,72,LE3.4,1.52
2020,VA,September,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,80,LE3.4,1.52
2004,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,80,LE5.2,1.52
2017,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,72,CB5.4,1.52
2021,VA,September,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,72,WE4.1,1.52
2021,VA,September,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,72,CB5.4,1.52
2020,VA,September,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,64,LE3.4,1.52
2001,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,88,LE5.2,1.52
2008,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,88,LE5.2,1.52
2007,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,72,LE5.2,1.52
1993,VA,September,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,96,LE3.2,1.52
1992,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,96,LE5.2,1.52
2020,VA,September,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,64,WE4.1,1.52
2019,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,64,LE5.2,1.52
1991,VA,September,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,100,WE4.1,1.52
2015,VA,October,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,64,WE4.1,1.52
2020,VA,September,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,72,LE5.2,1.52
2004,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,50,CB3.2,1.5
2009,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,64,CB3.2,1.5
2013,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,57,CB3.2,1.5
2014,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,47,CB3.2,1.5
1996,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,60,EE2.1,1.5
1997,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,57,ET4.2,1.5
1998,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,43,ET4.2,1.5
1997,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,67,EE2.1,1.5
2016,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,47,EE2.1,1.5
2017,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,43,EE2.1,1.5
2011,MD,October,CHOPTANK RIVER,SANDY HILL (S),38.598383,-76.113417,40,ET5.2,1.5
2004,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,40,EE3.1,1.5
2016,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,50,EE3.1,1.5
2016,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,47,CB3.3W,1.5
2009,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,47,EE3.1,1.5
2019,MD,October,HONGA RIVER,NORMAN ADDITION,38.257933,-76.13665,37,EE2.2,1.5
2010,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,84,LE3.2,1.5
2016,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,37,LE2.2,1.5
2012,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,53,ET5.1,1.5
2011,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,40,RET3.2,1.5
2012,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,46,EE1.1,1.5
2009,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,58,LE3.1,1.5
2010,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,84,LE3.1,1.5
1992,MD,October,PATUXENT RIVER,BROOME ISLAND,38.405133,-76.561167,63,LE1.1,1.5
2009,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,100,WE4.1,1.5
2011,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,12,RET3.1,1.5
2012,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,40,RET3.1,1.5
2001,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,60,EE3.2,1.5
2010,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,63,ET4.2,1.5
2003,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,50,RET3.1,1.5
2005,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,57,RET3.1,1.5
2004,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,57,RET3.1,1.5
1992,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,100,LE3.7,1.48
1993,VA,September,YEOCOMICO RIVER,FORD POINT,,,92,,1.48
2008,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,92,WE4.1,1.48
2019,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,76,WE4.1,1.48
1996,VA,October,JAMES RIVER,LONG ROCK,37.8135,-76.7084,100,ET4.2,1.48
2008,VA,October,JAMES RIVER,MOON ROCK,,,76,,1.48
2003,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,92,LE3.7,1.48
1991,VA,September,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,100,WE4.1,1.48
2013,VA,October,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,76,WE4.1,1.48
