"Year","State","Month","Region","Site","Lat","Long","Prevalence","MonitoringLocation","Mean.Intensity"
1995,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"63","CB3.3W",3.26315789473684
1996,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"50","CB3.3W",2.33333333333333
1997,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"67","CB3.3W",2.625
1998,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"90","CB3.3W",3.07407407407407
1999,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"97","CB3.3W",3.53448275862069
2000,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"97","CB3.3W",4.1551724137931
2001,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"100","CB3.3W",4.4
2002,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"100","CB3.3W",3.9
2003,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"48","CB3.3W",3.42857142857143
2004,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"13","CB3.3W",2.375
2005,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"3","CB3.3W",5
2006,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"47","CB3.3W",1.5
2007,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"23","CB3.3W",2.5
2008,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"17","CB3.3W",2.5
2009,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"27","CB3.3W",2.25
2010,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"3","CB3.3W",3
2011,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"13","CB3.3W",2.875
2012,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"27","CB3.3W",2.9375
2013,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"60","CB3.3W",2.91666666666667
2014,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"60","CB3.3W",3.44444444444444
2015,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"63","CB3.3W",2.8421052631579
2016,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"47","CB3.3W",3.39285714285714
2017,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"43","CB3.3W",3.03846153846154
2018,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"17","CB3.3W",2.4
2019,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"20","CB3.3W",3.33333333333333
1990,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","ET4.2",4.11666666666667
1991,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","ET4.2",3.32692307692308
1991,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","ET4.2",4.66666666666667
1992,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","ET4.2",3.66666666666667
1993,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","ET4.2",3.51666666666667
1994,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"83","ET4.2",2.8
1995,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"89","ET4.2",3.3
1996,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"30","ET4.2",2.44444444444444
1997,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"60","ET4.2",2.58333333333333
1998,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"40","ET4.2",2.375
1999,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"97","ET4.2",3.3448275862069
2000,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"87","ET4.2",3.78846153846154
2001,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","ET4.2",3.6
2002,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","ET4.2",4.46666666666667
2003,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"93","ET4.2",3.57142857142857
2004,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"87","ET4.2",3.55769230769231
2005,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"80","ET4.2",2.75
2006,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"70","ET4.2",3.21428571428571
2007,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"87","ET4.2",2.84615384615385
2008,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"17","ET4.2",2.9
2009,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"13","ET4.2",1.75
2010,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"30","ET4.2",2.16666666666667
2011,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"40","ET4.2",3.41666666666667
2012,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"80","ET4.2",3.1875
2013,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"93","ET4.2",2.89285714285714
2014,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"77","ET4.2",3.06521739130435
2015,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"93","ET4.2",3.375
2016,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"93","ET4.2",3.96428571428571
2017,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"96","ET4.2",3.60344827586207
2018,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"53","ET4.2",2.96875
2019,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"53","ET4.2",4
1991,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100","CB3.2",3.75
1992,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"73","CB3.2",2.63636363636364
1993,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100","CB3.2",3.1
1994,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"43","CB3.2",2
1995,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"83","CB3.2",3.14
1996,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"80","CB3.2",2.35416666666667
1997,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"70","CB3.2",2.61904761904762
1998,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"60","CB3.2",2.69444444444444
1999,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100","CB3.2",3.125
2000,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100","CB3.2",2.96913580246914
2001,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100","CB3.2",3.53125
2002,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"97","CB3.2",3.27586206896552
2003,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"97","CB3.2",3.375
2004,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"63","CB3.2",2.68421052631579
2005,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"53","CB3.2",3.21875
2006,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"87","CB3.2",3.01923076923077
2007,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100","CB3.2",3.6
2008,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"93","CB3.2",3.05357142857143
2009,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100","CB3.2",3.23333333333333
2010,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"67","CB3.2",3.275
2011,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"27","CB3.2",2.6875
2012,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"73","CB3.2",2.90909090909091
2013,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"73","CB3.2",3.15909090909091
2014,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"83","CB3.2",3.34
2015,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"87","CB3.2",3.51923076923077
2018,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"43","CB3.2",2.76923076923077
2019,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"90","CB3.2",3.22222222222222
1991,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"73","EE3.1",2.70454545454545
1992,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"82","EE3.1",2.3695652173913
1993,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"97","EE3.1",3.03703703703704
1994,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"70","EE3.1",2.85714285714286
1995,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"90","EE3.1",3.01851851851852
1996,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"60","EE3.1",2.27777777777778
1997,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"50","EE3.1",1.8
1998,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"83","EE3.1",3.14
1999,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"90","EE3.1",3.25925925925926
2000,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"100","EE3.1",3.78333333333333
2001,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"100","EE3.1",4.26666666666667
2002,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"100","EE3.1",3.35
2003,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"80","EE3.1",3.0625
2004,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"40","EE3.1",3.20833333333333
2005,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"40","EE3.1",2.54166666666667
2006,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"83","EE3.1",3.38
2007,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"87","EE3.1",3.34615384615385
2008,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"93","EE3.1",3.33928571428571
2009,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"43","EE3.1",3.03846153846154
2010,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"53","EE3.1",2.46875
2011,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"20","EE3.1",4
2012,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"13","EE3.1",2.375
2013,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"13","EE3.1",2.875
2014,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"23","EE3.1",2.92857142857143
2015,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"33","EE3.1",2.15
2017,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"57","EE3.1",2.91176470588235
2018,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"17","EE3.1",3.3
2019,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"13","EE3.1",3.5
1990,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"20","ET4.2",2.08333333333333
1991,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"97","ET4.2",3.44827586206897
1992,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"80","ET4.2",2.97916666666667
1993,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"100","ET4.2",3.18333333333333
1994,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"93","ET4.2",3.23214285714286
1995,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"70","ET4.2",2.9047619047619
1996,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"73","ET4.2",3.25
1997,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"63","ET4.2",2.38095238095238
1998,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"80","ET4.2",3.125
1999,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"100","ET4.2",4.2
2000,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"100","ET4.2",3
2000,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"100","ET4.2",3.33333333333333
2001,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"100","ET4.2",3.6271186440678
2002,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"100","ET4.2",3.98333333333333
2003,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"90","ET4.2",3.16666666666667
2004,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"93","ET4.2",3.03571428571429
2005,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"87","ET4.2",3
2006,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"87","ET4.2",2.67307692307692
2007,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"97","ET4.2",3.86206896551724
2008,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"87","ET4.2",3.30769230769231
2009,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"100","ET4.2",2.63333333333333
2010,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"60","ET4.2",2.58333333333333
2011,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"10","ET4.2",3.66666666666667
2012,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"23","ET4.2",2.5
2013,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"30","ET4.2",2.61111111111111
2014,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"15","ET4.2",2.875
2015,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"53","ET4.2",2.46875
2018,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"43","ET4.2",3.03846153846154
2019,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-76.2602,"7","ET4.2",5
1990,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"60","EE3.0",2.94444444444444
1991,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"100","EE3.0",2.96666666666667
1992,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"100","EE3.0",3.38333333333333
1993,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"87","EE3.0",2.40384615384615
1994,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"53","EE3.0",2.03125
1995,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"87","EE3.0",2.96
1996,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"97","EE3.0",3.67241379310345
1997,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"83","EE3.0",2.7
1998,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"100","EE3.0",3.13541666666667
1999,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"100","EE3.0",4.2
2000,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"97","EE3.0",3.01724137931034
2001,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"100","EE3.0",3.7
2002,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"93","EE3.0",3.80357142857143
2003,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"57","EE3.0",3.41176470588235
2004,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"77","EE3.0",2.58695652173913
2005,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"63","EE3.0",3.25
2006,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"8","EE3.0",3
2008,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"20","EE3.0",0.916666666666667
2010,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"10","EE3.0",1.33333333333333
2011,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"10","EE3.0",2
2012,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"50","EE3.0",2.43333333333333
2013,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"80","EE3.0",3.20833333333333
2014,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"83","EE3.0",2.92
2015,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"100","EE3.0",3.05
2017,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"80","EE3.0",3.1875
2018,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"70","EE3.0",3.43181818181818
2019,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,"27","EE3.0",3.6875
1991,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"97","CB3.3W",3.03448275862069
1992,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"100","CB3.3W",3.3
1993,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"100","CB3.3W",3.01666666666667
1994,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"63","CB3.3W",2.94736842105263
1995,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"93","CB3.3W",2.66071428571429
1996,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"67","CB3.3W",1.875
1997,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"60","CB3.3W",1.47222222222222
1998,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"67","CB3.3W",2.9
1999,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"87","CB3.3W",3.13461538461538
2000,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"93","CB3.3W",3.55357142857143
2001,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"100","CB3.3W",3.46666666666667
2002,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"90","CB3.3W",3.24074074074074
2003,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"87","CB3.3W",2.63461538461538
2004,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"43","CB3.3W",1.38461538461538
2006,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"50","CB3.3W",1.33333333333333
2007,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"23","CB3.3W",1.85714285714286
2008,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"3","CB3.3W",3
2009,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"10","CB3.3W",1.33333333333333
2010,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"3","CB3.3W",3
2013,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"10","CB3.3W",2
2014,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"7","CB3.3W",1.75
2015,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"20","CB3.3W",2.5
1990,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","EE3.1",3.86666666666667
1991,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","EE3.1",3.66666666666667
1992,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","EE3.1",3.25
1993,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"76","EE3.1",2.90909090909091
1994,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"57","EE3.1",2.94117647058824
1995,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"93","EE3.1",3.42592592592593
1996,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"83","EE3.1",2.74
1997,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"67","EE3.1",2.85
1998,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"57","EE3.1",2.41176470588235
1999,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"80","EE3.1",3.29166666666667
2000,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"30","EE3.1",2.88888888888889
2001,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"43","EE3.1",3.42307692307692
2002,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"50","EE3.1",2.3
2003,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"40","EE3.1",1.70833333333333
2004,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"70","EE3.1",2.38095238095238
2005,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"83","EE3.1",3.26
2006,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"83","EE3.1",2.44
2007,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"80","EE3.1",3.125
2008,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"50","EE3.1",3.76666666666667
2009,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"47","EE3.1",2.71428571428571
2010,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"70","EE3.1",2.92857142857143
2011,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"37","EE3.1",3.5
2012,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"83","EE3.1",3.12
2013,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"90","EE3.1",3.7037037037037
2014,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"80","EE3.1",3.875
2015,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"83","EE3.1",3
2016,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"13","EE3.1",2.375
2018,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"7","EE3.1",3
1990,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","EE2.2",3.93333333333333
1991,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","EE2.2",3.06666666666667
1992,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"83","EE2.2",3.08
1993,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"96","EE2.2",3.72
1994,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"93","EE2.2",3.5
1996,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"93","EE2.2",2.69642857142857
1997,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"73","EE2.2",2.40909090909091
1998,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"73","EE2.2",3.13636363636364
1999,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"93","EE2.2",3.625
2000,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"80","EE2.2",3
2001,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"90","EE2.2",3.03703703703704
2002,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"67","EE2.2",2.9
2003,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"37","EE2.2",3.36363636363636
2004,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"93","EE2.2",3.28571428571429
2005,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"90","EE2.2",3.85185185185185
2006,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"57","EE2.2",3.26470588235294
2007,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"23","EE2.2",3.21428571428571
2008,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"37","EE2.2",1.63636363636364
2009,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"57","EE2.2",2.91176470588235
2010,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","EE2.2",3.45
2011,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"87","EE2.2",3.61538461538462
2012,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","EE2.2",3.85
2013,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"80","EE2.2",3.6875
2014,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"87","EE2.2",3.73076923076923
2015,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"77","EE2.2",3.30434782608696
1991,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"100","CB3.3W",3.88333333333333
1992,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"90","CB3.3W",2.85185185185185
1993,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"93","CB3.3W",2.92857142857143
1994,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"83","CB3.3W",3
1995,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"93","CB3.3W",2.69642857142857
1996,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"87","CB3.3W",2.61538461538462
1997,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"93","CB3.3W",2.76785714285714
